2,DISTRICT_NAME,FISCAL_YEAR,Member,Instruction,Pupil_Staff_Support,Admin,Operation_Other,Transportation_cost,Facility_cost,Food_comm_service_cost
1855,Florence,2019,472,4307954.04,647090.8,766699.29,1311884.17,409459.32,1265432.19,256792.25
1862,Fond Du Lac,2019,7517,58337022.87,9725637.34,5641824.91,11716596.69,1860428.18,8888443.81,4627783.42
1870,Fontana J8,2019,162,1472199.11,326520.65,532871.2,523416.57,112187.86,346137.5,129110.73
1883,Fort Atkinson,2019,2825,24786102.65,3987121.48,2690898.21,4847916.21,1120880.57,1507714.13,1197307.4
1890,Fox Point J2,2019,673,5979819.26,1563681.14,1293543.53,2495920.19,678938.21,184642.36,68215.14
1900,Franklin Public,2019,4318,31901383.95,4367993.84,4410179.85,9576530.43,2050164.11,4989198.48,2866768.13
1939,Frederic,2019,535,3645696.58,459878.63,768869.65,917776.31,344197.76,282765,880952.27
1953,Freedom Area,2019,1674,11759323.93,1461142.07,1574907.97,2687385.86,820537.53,4620,495753.98
2009,Gale-Ettrick-Trempealeau,2019,1473,10221314.07,1681895.06,1548761.8,3014808.22,1068484.98,1810530.04,687800.65
2044,Geneva J4,2019,126,872314.04,273336.37,353881.69,432842.64,71151.26,1883016.83,65240.23
2051,Genoa City J2,2019,653,4821700.38,651661.35,745402.03,1190385.93,265107.29,845848.76,0
2058,Germantown,2019,3944,28199055.2,4842932.27,3446887.2,8236035.75,2543304.05,7990223.86,1488061.76
2114,Gibraltar Area,2019,525,6625486.59,1071844.19,1419381.15,1490894.56,645287.26,459470.5,251785.64
2128,Gillett,2019,607,4674258.02,672743.75,744494.18,1032480.85,525344.87,611371.13,322066.55
2135,Gilman,2019,386,3291323.76,346883.88,769243.83,1359034.34,469076.6,142418,272759.39
2142,Gilmanton,2019,175,1454988.97,189532.68,360114.53,521017.91,157847.31,0,104211.35
2184,Glendale-River Hills,2019,978,8709604.93,2241695.83,1386878.07,1986647.03,1039387.49,56791.34,1596793.94
2198,Glenwood City,2019,721,4572142.83,570613.52,1038818.24,1525881.67,518807.55,729062.5,404043.32
2212,Goodman-Armstrong,2019,115,1297363.82,267081.03,318127.13,384610.1,88831.48,0,114509.7
2217,Grafton,2019,2025,15691884.9,2701670.56,2479413.03,3330323.28,1041521.44,4702852.39,676681.26
2226,Granton Area,2019,240,1926039.28,401753.84,498972.11,605574.17,101426.96,199512.3,336491.76
2233,Grantsburg,2019,880,2610273.85,1092074.62,2810662.16,2158945.28,725768.61,268630.38,620411.92
2289,Green Bay Area,2019,22325,175304171.9,35074274.3,21349769.81,36421812.52,9112100.07,18738542.97,14062637.71
2310,Green Lake,2019,258,1942133.06,623992.16,633240,672204.13,126650.51,265383.5,228812.2
2296,Greendale,2019,2537,19485709.39,2998201.25,3023342.81,4849430.59,509016.58,1938272.94,2244874.41
2303,Greenfield,2019,3522,25046576.79,4194508.67,3410152.3,3377096.24,1215646.17,8694331.39,2068577.95
2394,Greenwood,2019,391,3600844.72,531074.58,702014.26,1106723.2,473665.28,0,260000
2415,Gresham,2019,257,2173512.89,345650.24,705112.8,751715.28,205209.61,45319.76,236978.86
2420,Hamilton,2019,4878,35162255.18,4404912.78,5237485.8,6938159.9,3175622.22,3765907.16,1138473.17
2443,Hartford J1,2019,2042,15150881.28,1966610.32,1860854.53,2851987.07,607991.25,1508133.16,1121848.74
2436,Hartford UHS,2019,1538,11498846.18,1968063.29,1436285.24,3448113.48,777714.24,1097046.72,760857.99
2460,Hartland-Lakeside J3,2019,1284,7850137.35,1700452.05,1489614.54,1853442.46,423313.75,1489206.4,648875.45
2478,Hayward Community,2019,1812,12516644.71,3022129.26,2005080.02,2828862.56,1510100.95,3028922.97,873544.65
2525,Herman-Neosho-Rubicon,2019,336,2864987.42,473687.72,498134.61,518272.97,302033.34,226752.5,140185.92
2527,Highland,2019,316,2577704.54,348887.84,402925.62,806495.03,146393.17,406762.96,182108.69
2534,Hilbert,2019,467,3110540.68,519791.49,524971.46,827750.2,234880.6,1331425.17,237502.5
2541,Hillsboro,2019,535,4292806.33,730966.83,934619.73,1135214.23,453203.54,439768.8,340577.2
2562,Holmen,2019,4165,31911469.32,6467845.76,3277398.18,6140458.51,2280203.74,3898509.46,2752461.48
2570,Holy Hill Area,2019,524,3517494.53,761569.59,876905.83,762040.32,519411.62,497535.75,140919.14
2576,Horicon,2019,808,5979846.04,697428.43,1134917.29,1265601.94,366336.02,1652991.44,377055.77
2583,Hortonville,2019,3956,25373820.49,3545824.67,3202999.99,5368461.02,2503328.64,5069809.51,1579289
2605,Howards Grove,2019,855,5649254.09,1130045.24,1222955.24,1529237.88,611681.3,722910,360443.83
2604,Howard-Suamico,2019,5711,37441964.67,7331277.55,5228580.79,8394967.85,2526611.53,7148212.09,2927402.23
2611,Hudson,2019,5642,42646618.19,6874651.29,5140906.39,10646309.72,3369155.04,11412265.98,3948634.64
2618,Hurley,2019,549,4231657.58,473804.95,947171.53,1170707.46,554395.37,641556.1,366036.03
2625,Hustisford,2019,434,3300205.17,427186.84,844876.12,1045925.33,238630.58,30194.56,292243.09
2632,Independence,2019,410,3235822.07,715831.46,594333.03,853662.37,354195.1,89410.03,246009.26
2639,Iola-Scandinavia,2019,678,4868642.37,694885.36,1018213.44,1512500.32,337041.14,840435.72,571694.23
2646,Iowa-Grant,2019,719,6157211.41,711272.88,984991.83,1495722.94,441380.76,674296.27,421353.69
2660,Ithaca,2019,307,2138170.58,355449.52,707736.18,802829.72,230734.1,287936.21,220712.34
2695,Janesville,2019,9690,70428081.58,15593058.34,7838472.34,19331529.25,2839263.83,9499033.15,5541867.83
2702,Jefferson,2019,1927,14544505.34,2154912.57,2242467.67,3519869.89,980334.68,3773719.13,1202167.74
2730,Johnson Creek,2019,758,5705048.23,789613.33,826190.11,1110695.3,289969.49,1391855.88,410583.92
2737,Juda,2019,244,1902202.95,343869.82,454164.35,573034.01,109720.81,437065.83,201402.57
2758,Kaukauna Area,2019,4721,31982978.67,6004258.48,3042708.01,6236083.35,2335516.65,6704920.01,1605903.75
2793,Kenosha,2019,21566,173895874.7,33725361.73,18582182.38,37286082.26,7167305.15,18532453.78,10544291.06
1376,Kettle Moraine,2019,3666,24298577.28,4765855.06,3106588.83,7621647.58,2730439.73,4209124.13,1750383.26
2800,Kewaskum,2019,1858,11390060.76,2664913.86,1752879.16,2672232.42,1071366.39,4306949,1063708.86
2814,Kewaunee,2019,1013,6437439.98,1060888.25,966306.96,2392180.95,484443.33,1247825.17,483582.42
5960,Kickapoo Area,2019,469,3010138.49,455881.55,738438.57,1006265.37,379612.28,804621.51,324881.97
2828,Kiel Area,2019,1318,8925339.19,1630559.66,1359189.74,2344784.07,633628.07,1158526.86,848337.74
2835,Kimberly Area,2019,4837,31521415.35,5195055.97,4034787.65,9134927.91,1701834.29,4900010.6,1800327.59
2842,Kohler,2019,500,3440397.35,669822.95,863597.56,939640.27,118761.02,951137,429875.68
1848,Lac Du Flambeau #1,2019,555,8196824.59,1367290.06,1520747.87,1727023.46,623989.12,2038199.12,767984.67
2849,Lacrosse,2019,6726,58231845.81,12065831.49,6523743.34,14237984.11,3965450.22,4754175.24,5090454.14
2856,Ladysmith,2019,795,5550657.16,970678.66,1076652.17,1803667.06,679452.39,1900844.85,751674.72
2863,Lafarge,2019,255,2155374.41,389989.03,493352.16,434272.94,122931.94,214383.97,142294.8
3862,Lake Country,2019,362,3083732.24,313012.23,549237.87,717084.73,216141.57,26299.5,222876.88
2885,Lake Geneva J1,2019,1881,17162227.14,2210633.09,1676175.04,2484945.38,925158.91,2307487.35,1293408.1
2884,Lake Geneva-Genoa UHS,2019,1324,11866253.43,1498023.43,1233771.79,2780167.25,932674.81,2347655.18,1436417.92
2891,Lake Holcombe,2019,311,2393975.34,390707.57,556650.93,1118564.57,457636.05,119105,257333.84
2898,Lake Mills Area,2019,1608,10274100.64,1933240.22,1780670.93,2874523.11,560985.26,2293315.61,947747.83
3647,Lakeland UHS,2019,706,6473017.01,2038647.6,1343036.58,2355901.38,929966.05,1574003.44,692463.74
2912,Lancaster Community,2019,975,7751735.98,857096.73,1027167.68,2418963.67,407118.49,0,401640.91
2940,Laona,2019,218,1764303.2,240220.64,482012.71,837341.27,144560.42,0,310013.8
2961,Lena,2019,409,3292366.93,551674.28,499644.66,705564.59,237753.87,243009,214330.53
3087,Linn J4,2019,112,1176697.27,100387.05,211200.74,218885.19,62752.36,211375,27276.81
3094,Linn J6,2019,82,652629.57,103190.45,319871,246364.15,93965.51,274394.95,89762.39
3129,Little Chute Area,2019,1253,8114228.67,1732861.01,2115106.83,3437924.49,191042.61,1635156.26,642685.76
3150,Lodi,2019,1504,11675979.66,1654485.18,1912045.45,2886563.58,1172171.32,2170406.52,1063491.27
3171,Lomira,2019,1112,7953908.55,777560.05,982804.65,1645272.3,406344.25,1674120,475906.63
3206,Loyal,2019,556,4312654.68,519295.97,784651.67,1316421.02,383155.93,0,353084.17
3213,Luck,2019,503,4034487.35,331165.34,706921.78,930945.51,349290.16,607759.35,621230.05
3220,Luxemburg-Casco,2019,1881,12763834.06,1914597.17,1606523.53,2870719.48,1287645.64,1327820.61,948917.18
3269,Madison Metropolitan,2019,27941,240114489.9,57948477,24904453.09,62544276.22,13594456.44,19850002.22,25490858.61
3276,Manawa,2019,717,4920624.96,778222.88,1044023.49,2017589.39,568524.44,13150,322178.06
3290,Manitowoc,2019,5359,40180380.73,6140999.13,4331778.42,8031636.73,1896321.35,2791727.99,2356147.59
3297,Maple,2019,1262,7125669.74,1315425.98,1742493.01,2964032.95,1496238.34,3575824.35,712690.78
1897,Maple Dale-Indian Hill,2019,411,3811398.58,832714.91,975260.34,1193728.73,441217.97,361663.42,223275.68
3304,Marathon City,2019,684,5075932.27,640132.16,825289.41,1009163.88,650146.22,700729.11,261847.22
3311,Marinette,2019,2204,14434924.08,3593840.26,2437447.55,3525910.59,954714.83,3050549.72,958174.71
3318,Marion,2019,495,3529946.06,497064.42,537773.28,1304572.91,268552.83,0,234418.02
3325,Markesan,2019,833,5874267.42,1026228.77,899609.55,1992785.78,602188.52,42184,450302.42
3332,Marshall,2019,1073,7856409.79,1692726.26,1512731.46,1926290.66,705994,1969312.18,460268.13
3339,Marshfield,2019,4012,27884084.59,6344419.89,4123655.08,6177598.57,1932912.02,7960940.08,1639935.83
3360,Mauston,2019,1441,10475951.52,1991890.8,1874631.92,3056100.16,853409.86,2548884.89,1073131.77
3367,Mayville,2019,1116,8192561.09,760836.77,1316231.94,2326251.41,383631.66,1694942.69,517994.91
3381,McFarland,2019,2296,16732245.95,2853919.78,3082162.63,4194614.36,839320.8,3261043.03,1718234.95
3409,Medford Area,2019,2164,11122322.12,3260328.2,2894540.55,3464606.19,1348426.24,555978.58,1376925.66
3427,Mellen,2019,290,2322689.11,235931.99,483479.37,830266.65,182822.1,208782.5,145737.73
3428,Melrose-Mindoro,2019,789,5751211.38,649593.16,902191.62,1688634.05,677750.45,1522834.38,454659.97
3430,Menasha,2019,3794,29795472.14,4812819.9,3401434.91,6250965.42,1265128.46,6333866.03,3257694.02
3434,Menominee Indian,2019,951,10076102.27,2334605.32,2720147.74,2575803.57,1055014.65,1137488.46,779812.8
3437,Menomonee Falls,2019,3871,26670704.04,5809902.59,3604091.03,8666745.09,2101598.94,4875356.37,3675025.15
3444,Menomonie Area,2019,3601,23344549.59,3309803.76,3513115.16,4877676.62,2006503.28,3864038.15,1939203.59
3479,Mequon-Thiensville,2019,3605,25923901.73,5531492.57,3832246.68,6501646.23,2231383.4,2663926.08,2285486.34
3484,Mercer,2019,149,1671078.85,212627.65,435406.68,338008.47,191681.03,21320.73,189793.16
3500,Merrill Area,2019,2642,18152189.36,3062848.29,3444617.93,7341544.55,2262633.32,1582504.1,1475369.15
3528,Merton Community,2019,802,5091126.9,832958.91,931448.97,1392231.93,278912.5,257718,267929
3549,Middleton-Cross Plains,2019,7410,56707059.02,11434372.77,5241935.14,11079469.52,3399884.35,2391741.37,2367381.54
3612,Milton,2019,3584,27662656.96,3939523.81,4010991.44,3676120.32,1857484.08,1328199.75,1356801.7
3619,Milwaukee,2019,75905,616788964.7,148364996.4,90848986,132644976.9,65657167,33161855,82448381.13
3633,Mineral Point,2019,714,6207077.77,876295.61,932408.84,1434913.79,360394.78,131945.46,438192.41
3640,Minocqua J1,2019,596,4925281.73,666494.8,887765.12,1027007.38,558717.15,207178.39,351458.71
3661,Mishicot,2019,829,5410130.54,921862.83,1007112.25,1316748.1,435496.02,701679,463579.59
3668,Mondovi,2019,967,6586028.17,1122393.94,1011080.32,1578356.95,753752.03,1582146.35,557372.48
3675,Monona Grove,2019,3218,24529155.22,3888050.6,4582999.97,7751399.91,2237932.59,6372798.27,2019194.29
3682,Monroe,2019,2474,18989992.31,4413000.48,2656118.64,4511624.92,1127259.4,1315275,2293777.26
3689,Montello,2019,726,5296980.74,1018501.8,790669.34,1316568.06,603163.59,32355.67,328221.42
3696,Monticello,2019,362,3065159.35,651856.84,525411,808741.64,124190.69,497779.05,183948.93
3787,Mosinee,2019,2031,15082344.16,2346743.02,2405208.71,2725166.69,1163037.57,2184228.39,726914.36
3794,Mount Horeb Area,2019,2401,15798634.91,2839245.88,3198995.5,3952689.26,1175634.43,3536123.07,975758.67
3822,Mukwonago,2019,4822,32697004.81,5684482.82,4554502.43,4642515.78,3144417.09,5280739.41,2626404.54
3857,Muskego-Norway,2019,4916,33817600.52,6028550.47,5036740.6,7810418.56,2494351.81,8066198.72,2061255.87
3871,Necedah Area,2019,745,6094093.37,1207876.49,941402.94,1141871.11,528950.16,1790810.82,431794.27
3892,Neenah,2019,7034,49728311.52,6443809.95,6984197.78,12556076.7,2391542.88,306733.19,2740368.62
3899,Neillsville,2019,949,5903169.35,1356292.02,860086.77,1664397.85,546426.28,79376.68,668317.79
3906,Nekoosa,2019,1153,7181925.91,1429799.05,1690118.37,2546864.91,958345.77,1806123.76,892265.97
3920,New Auburn,2019,292,2327269.05,419479.59,594644.6,627408.01,167290.21,458662.61,150268.8
3925,New Berlin,2019,4536,31756579.57,5472791.3,4361256.04,10617979.15,2832705.2,5728511.79,2252338.49
3934,New Glarus,2019,931,6419620.25,1271400.11,1216524.92,1719490.8,357824.81,1954020.84,558146.87
3941,New Holstein,2019,1182,7285489.09,1529968.45,1368305.87,1872245.38,559680.35,1928791.72,687931.21
3948,New Lisbon,2019,608,4545198.19,829265.73,765308.58,1672800.14,460845.98,158473.99,361382.3
3955,New London,2019,2412,16003703.85,2775269.73,2450699.7,3301958.65,1351171.15,2756859.73,1215041.99
3962,New Richmond,2019,3487,23604388.28,2781779.33,2870233.27,5826892.11,1999526.95,7530365.67,2364902.64
3969,Niagara,2019,340,2533452.13,557056.67,668751.27,784734.95,217589.48,192629.98,196965.25
2177,Nicolet UHS,2019,1072,11182429.38,2446964.37,2436392.22,3842782.92,1024190.53,987793.36,2053714.44
4690,North Cape,2019,209,1528747.51,282953.21,483586.53,292237.29,101388.71,28633.66,46526.66
2016,North Crawford,2019,489,4018546.62,530994.17,818079.37,804663.67,355086.47,110769,277806.68
3983,North Fond Du Lac,2019,1332,10102084.01,1437112.79,1539504.98,2052601.23,526415.99,2249798.79,745511.19
3514,North Lake,2019,279,1938139.17,426637.29,473005.87,525847.11,145176.01,252368.76,178536.81
616,North Lakeland,2019,131,1827141.77,401005.16,433599.47,482445.09,294625.29,200987.5,274006.88
1945,Northern Ozaukee,2019,825,6408610.38,769814.29,1147026.82,1323153.79,447584.96,789121.13,318352.88
1526,Northland Pines,2019,1272,11012330.56,2078139.8,2180621.42,3580782.62,1391237.03,2583288.93,804399.27
3654,Northwood,2019,329,2821386.22,516999.98,600695.03,639385.59,305431.54,42311.33,373493.73
3990,Norwalk-Ontario-Wilton,2019,655,6139079.35,865783.71,769070.04,1057775.61,550980.61,611260.82,452886.84
