423,DISTRICT_NAME,FISCAL_YEAR,Member,Instruction,Pupil_Staff_Support,Admin,Operation_Other,Transportation_cost,Facility_cost,Food_comm_service_cost
1736,Fall River,2021,500,3760286.44,524230.46,638744.85,1087109.03,142505.03,570963.76,251179.59
1813,Fennimore Community,2021,715,6269390.96,1016101.2,1007694.35,1281430.75,404458.72,1661118.44,482409.39
5757,Flambeau,2021,551,4782305.39,856294.74,734127.58,1173658.42,409524.7,873.65,477626.41
1855,Florence,2021,455,4697784.87,839618,848715.38,1368995.69,313884.96,875187.5,173779.41
1862,Fond Du Lac,2021,7256,59920939.76,9993163.6,7082464.32,12724052.54,1335086.47,6181443.27,4100479.28
1870,Fontana J8,2021,151,1588804.4,414853.27,462528.71,848518.35,117259.92,346787.5,341072.2
1883,Fort Atkinson,2021,2628,26046952.11,4337981.62,2900172.12,5243552,913677.63,2997926.06,1139204.17
1890,Fox Point J2,2021,728,6516332.14,1464062.57,1719533.28,2578554.68,367428.37,82494.49,158072.93
1900,Franklin Public,2021,4410,35655406.45,4724001.35,4900395.65,9032341.39,2147953.74,6229485.98,2435504.31
1939,Frederic,2021,508,3944787.16,764166.7,816550.51,1164506.82,356608.58,1053707.78,917859.61
1953,Freedom Area,2021,1614,12946210.34,1435179.92,1567984.59,2633732.52,771414.25,5040,427042.34
2009,Gale-Ettrick-Trempealeau,2021,1412,10773507.63,1883797.78,1603640.59,3482931.3,668634.03,1999360,717911.29
2044,Geneva J4,2021,108,857734.7,295068.42,401338.23,473134.42,66337.12,314150,35196.3
2051,Genoa City J2,2021,591,4388730.51,876889.37,823524.81,1165357.98,274681.85,2446200.91,39190.95
2058,Germantown,2021,3887,28546749.51,4438527.12,3315585.16,8435208.8,2207678.19,8056418.51,1209284.26
2114,Gibraltar Area,2021,501,7820674.37,1122484.51,1185074.18,1791638.56,430615.16,1197549.78,247569.3
2128,Gillett,2021,561,4640561.47,868725.45,786721.74,1305291.32,442583.55,798072.98,253657.03
2135,Gilman,2021,334,2721511.85,469119.24,612455.52,984728.96,444469.72,391171.04,285483.2
2142,Gilmanton,2021,163,1398015.47,257603.45,362053.58,446230.25,141156.16,0,116505.89
2184,Glendale-River Hills,2021,928,8304031.85,1968399.77,1557717.41,2409114.68,684725.24,95550.62,694488.49
2198,Glenwood City,2021,699,4636399.29,581607.66,1047129.2,1267383.78,295228.69,726412.5,596272.43
2212,Goodman-Armstrong,2021,105,1362765.24,234019.93,293179.85,370735.78,61444.32,0,117583.72
2217,Grafton,2021,1963,15273019.77,2611037.63,2392052.86,4173118.39,898865.37,3775827.61,956785.61
2226,Granton Area,2021,241,2169321.01,716111.51,615948.23,687658.84,117084.75,215090,428464.18
2233,Grantsburg,2021,835,1355451.8,1396453.15,3344536.47,1932758.79,708571.92,22249.5,594948.81
2289,Green Bay Area,2021,21423,183677172.5,39448430.64,22485516.86,36841255.3,7808514.21,33871126.25,12136397.84
2310,Green Lake,2021,275,2132101.58,658049.9,808116.11,881313.97,115293.42,275203.51,328278.93
2296,Greendale,2021,2564,21631711.81,3163581.41,3059482.13,5271343.88,329028.2,3048286.97,1865061.21
2303,Greenfield,2021,3471,29149114.45,4081837.28,3670137.47,6298642.97,1161710.82,5519073,2101722.01
2394,Greenwood,2021,384,3799634.67,602009.63,724678.16,1087414.82,425761.03,59713.36,276849.9
2415,Gresham,2021,241,2504639.77,377255.32,640725.42,542544.85,192032.35,258967.53,235050.98
2420,Hamilton,2021,4950,38549924.86,5227217.44,5600212.24,9743141.98,3139105.23,3965326.21,1305383.5
2443,Hartford J1,2021,1927,15674838.62,2020266.53,2106207.46,2062433.2,450863.58,1658987.12,1197415.44
2436,Hartford UHS,2021,1517,11658730.23,1949478.61,1955843.79,4047954.83,646745.08,2383162.21,763752.74
2460,Hartland-Lakeside J3,2021,1166,8734989.26,1253759.23,1470480.12,2425516.71,436802.5,0,1126091.41
2478,Hayward Community,2021,1751,14342756.37,3879983.84,2288311.62,2861060.02,1370727.99,1650724.77,759561.04
2525,Herman-Neosho-Rubicon,2021,327,2923808.44,346654.92,561270.45,574441.07,235975.93,91.5,144147.76
2527,Highland,2021,311,2680772.72,340538.05,432166.77,690166.29,129738.58,351112.5,171288.83
2534,Hilbert,2021,466,3132293.69,574637.73,631766.58,949643.99,220750.03,1491173.41,306343.34
2541,Hillsboro,2021,498,4564229.22,941014.58,932262.89,1146719.33,472013.21,1162680.53,352477.39
2562,Holmen,2021,4142,32786087.9,6813146.32,3556434.36,6096664.64,1992156.87,5109586.15,2545592.55
2570,Holy Hill Area,2021,505,3715576.49,751137.5,841796.94,780331.66,536873.95,334055.01,180719.82
2576,Horicon,2021,812,6673012.94,866730.59,1299747.41,1369413.09,323357.31,1906224.01,513584.53
2583,Hortonville,2021,4062,27886940.05,3894865.69,3720049.2,6392525.87,2788213.87,4295441.64,1427807.73
2605,Howards Grove,2021,813,5427617.33,1015019.79,1434672.53,1470311.78,605618.87,1502313.62,392683.85
2604,Howard-Suamico,2021,5535,38183163.27,9169958.22,5355458.25,9252990.09,2884619.64,11970358.94,3807132.55
2611,Hudson,2021,5360,43430537.73,7061081.99,5175044.1,11863017.95,3209898.36,7965521.38,3248112.52
2618,Hurley,2021,503,4048010.3,422942.97,823552.86,1151200.87,577079.15,129767.72,290676.5
2625,Hustisford,2021,391,3612750.4,432208.54,798957.71,826916.82,296884.2,29235.42,222345.73
2632,Independence,2021,473,3942825.21,973553.36,639536.16,785364.53,350398.82,89450.03,227646.36
2639,Iola-Scandinavia,2021,649,5369742.88,832466.39,1015532.18,1567274.24,504963.37,179360,589315.04
2646,Iowa-Grant,2021,702,6560930.86,668497.85,1034242.05,1835227.06,414022.44,345876.24,457946.26
2660,Ithaca,2021,295,2505232.97,365427.59,804793.5,969008.14,185893.86,449823.63,200827.02
2695,Janesville,2021,9130,76511919.74,14677708.63,8574778.3,14316106.35,1963501.14,13582018.29,5365697.9
2702,Jefferson,2021,1799,14607622.92,2142524.52,2360502.83,3661243.11,821526.95,4036079.13,1282631.57
2730,Johnson Creek,2021,684,6235320.41,929888.74,921753.97,1283723.03,313299.64,3943304.28,444051.94
2737,Juda,2021,228,2064071.14,336393.85,495314.51,674063.58,85694.86,505559.34,206703.14
2758,Kaukauna Area,2021,4790,35393533.49,6966780.58,3582753.21,6685399.94,2331174.34,6635157.5,1627376.19
2793,Kenosha,2021,20051,173534168,33575762.05,20115631.55,38097714.57,7309411.06,20780915.16,6266883.07
1376,Kettle Moraine,2021,3397,27003033.05,4917755.83,2682893.56,6789435.58,2489492.24,12541606.28,2336973.63
2800,Kewaskum,2021,1832,12267769.95,2944743.54,2076685.88,2817349.98,1014627.88,2404868.61,1328473.77
2814,Kewaunee,2021,971,7149347.32,1096323.8,1027722.92,3019865.78,417058.44,1240459.51,570790.6
5960,Kickapoo Area,2021,429,3545222.27,500224.67,800763.13,1276879.27,468528.85,447169,317725.04
2828,Kiel Area,2021,1218,8390435.5,1409845.59,1349368.3,2041922.72,586113.97,1364613.76,850537.56
2835,Kimberly Area,2021,4773,34751998.79,5046397.14,4612525.72,10041527.52,1619534.04,2785721.93,1636624.6
2842,Kohler,2021,469,3024874.88,633536.98,857812.14,930463.88,88415.51,1566933.33,381604.53
2849,La Crosse,2021,6300,62095586.7,12896812.6,6868009.63,10323361.82,3473985.84,6759782.03,4487643.59
1848,Lac Du Flambeau #1,2021,568,8589829.26,1406149.76,1217324.17,2012666.85,658462.54,309783.03,635668.06
2856,Ladysmith,2021,757,5787827.84,951341.55,1068698.97,1812648.58,605851.89,2056609.88,597124.59
2863,Lafarge,2021,250,2421855.82,451029.56,650879.3,506670.2,114992.04,428273.68,173270.42
3862,Lake Country,2021,361,3108554.81,410790.06,546903.69,708087.55,202812.55,22179.75,254969.86
2885,Lake Geneva J1,2021,1846,16475386.81,2665377.68,1732496.44,2386945.96,885939.01,2413713.04,1484228.23
2884,Lake Geneva-Genoa UHS,2021,1281,10776474.61,1961970.66,1284362.34,2894372.44,832763.92,1933450.29,1283092.74
2891,Lake Holcombe,2021,283,2930072.87,505451.47,561991.54,903297.17,446667.23,0,340190.46
2898,Lake Mills Area,2021,1583,11019268.38,2183814.66,2006763.55,2327189.94,536544.44,3189542.98,1004828.67
3647,Lakeland UHS,2021,731,6907463.58,2540153.71,1728299.22,2497403.18,1036228.92,1145741,551065.22
2912,Lancaster Community,2021,976,8271299.22,854245.24,1048038.6,2727825.83,415890.97,0,505733.77
2940,Laona,2021,236,1968854.39,375510.99,528226.74,711884.71,138296.16,0,350828.61
2961,Lena,2021,400,3281467.87,553039.4,533459.91,869357.84,201047.52,254516,238893.41
3087,Linn J4,2021,102,1230200.63,118814.79,211976.49,240402.7,65825.83,209075,22248.35
3094,Linn J6,2021,102,667586.79,128294.06,371452.92,257117.2,94033.86,305672.45,93325.31
3129,Little Chute Area,2021,1304,8615159.18,2114065.35,1828577.79,2798422.74,181926.87,1628581.26,651447
3150,Lodi,2021,1464,11238303.21,1816276.68,1939983.62,3423896.48,996931.92,3639548.31,997291.35
3171,Lomira,2021,1064,8308404.3,761307.68,1116943.16,1719812.31,375574.4,1705020,482958
3206,Loyal,2021,520,4424588.79,644515.62,960711.52,1723517.44,332047.26,0,362076.96
3213,Luck,2021,501,4058318.42,413836.3,810960.68,997429.34,293430.49,-66879.24,771345.25
3220,Luxemburg-Casco,2021,1773,14027015.12,2574494.3,1959952.85,2942157.78,1103501.7,2652307.62,1033589.32
3269,Madison Metropolitan,2021,26962,241234383.7,62614367.91,25590177.68,73423514.11,8687615.01,28590829.49,22257667.81
3276,Manawa,2021,682,5160456.6,804753.42,876307.1,1322331.38,512655.04,1022340.61,382870.2
3290,Manitowoc,2021,5136,43437646.99,8430319.66,4434891.68,8066253.18,1669696.72,1285404.68,2024467.41
3297,Maple,2021,1236,8292829.75,1351715.29,1874595.81,3193434.84,1518368.94,3455425.02,711158.2
1897,Maple Dale-Indian Hill,2021,400,4091420.57,807631.94,1032047.06,1326762.87,344290.94,1324170.92,154202.18
3304,Marathon City,2021,674,5325655.38,727123.48,924030.2,1092860.62,623036.83,1231719.33,234720.54
3311,Marinette,2021,2164,15303341.08,3968327.93,2443655.35,3700225.89,925625.69,3589146,994519.15
3318,Marion,2021,478,3806345.21,930486.22,491504.71,1014822.33,280736.47,61406.95,240427.5
3325,Markesan,2021,820,6411124.31,1092928.54,896643.68,2458494.11,542096.9,658808.24,492539.88
3332,Marshall,2021,1012,8068128.7,1822722.52,1393779.28,2096235,692402.65,1415512.5,444045.79
3339,Marshfield,2021,3859,28863626.23,5465987.46,3953071.95,6687386.25,1977073.06,4473106.74,1573623.82
3360,Mauston,2021,1391,10478534.43,2030965.91,1932164.62,3284560.52,692976.96,4867482.58,1223984.95
3367,Mayville,2021,1052,8607875.73,1022665.35,1317758.34,2949315.85,553808,2137985.84,777282.71
3381,McFarland,2021,2267,17896719.21,3337472.76,3082076.02,4953380.55,927141.81,4625901.52,1390620.15
3409,Medford Area,2021,2096,10098718.13,3252744.44,2120729.72,3017231.12,1136759.5,2826783.01,1781147.41
3427,Mellen,2021,271,2223250.29,356651.56,537565.85,650705.06,190595.72,186444.55,169514.16
3428,Melrose-Mindoro,2021,729,6067978.45,706537.43,931390.9,1768150.59,990545.69,1515537.5,464015.64
3430,Menasha,2021,3507,33177982.64,6997328.04,3677300.08,5331090.82,1192321.74,8452106.93,2950948.58
3434,Menominee Indian,2021,986,10573906.67,2835426.02,2722868.01,2544680.61,1033188.94,804395.78,1056500.22
3437,Menomonee Falls,2021,3842,28084961.52,6193180.42,3826003.23,8275133.12,2130995.1,6000168.62,3042792.02
3444,Menomonie Area,2021,3312,26049593.04,3407950.93,4242032.78,5403202.06,2128266.94,5328998.38,2227078.48
3479,Mequon-Thiensville,2021,3482,27972617.34,5667266.18,4107971.89,7250744.39,2081368.46,2343083.14,2127503.76
3484,Mercer,2021,144,1783768,260728.45,365991.04,354247.67,165773.35,32493.25,199391.56
3500,Merrill Area,2021,2484,17688612.75,4193145.87,3555819.56,7265516.41,2218960.09,784165.48,1211045.42
3528,Merton Community,2021,795,5338950.92,723219.41,923912.01,1213503.08,279830.31,1246139.46,279561.63
3549,Middleton-Cross Plains,2021,7367,60262220.53,13531880.7,6455061.53,14073401.49,2303389.6,13663881.63,1956850.4
3612,Milton,2021,3517,28732134.69,3358928.21,3701798.74,4902507.96,1827886.34,4581210.73,1294614.57
3619,Milwaukee,2021,73395,670040936.1,197477310,93488125,170394454.7,9246975,24989294,58067335
3633,Mineral Point,2021,706,6818397.24,923086.72,1023901.39,1195421.06,398203.96,883442.22,384287.2
3640,Minocqua J1,2021,576,4950450.02,1068645.55,908801.22,1035713.25,561041.16,175263.5,416858.02
3661,Mishicot,2021,826,5573154.67,1248675.58,1040921.2,1412895.81,453287.98,1511529.67,529378.56
3668,Mondovi,2021,877,7143291.67,1195065.13,1084069.79,1971179.66,419800.04,1521449.77,647985.42
3675,Monona Grove,2021,3133,24389620.31,4099420.16,4688265.7,7699695.87,2221556.18,7222825.1,1634986.89
3682,Monroe,2021,2240,19792552.96,5062171.98,2579422.97,4321653.32,972717.19,1797093.16,2227180.78
3689,Montello,2021,703,6369039.26,1122548.36,875816.91,1399579.84,539590.56,477671.47,353366.72
3696,Monticello,2021,356,3246585.73,657655.41,582383.41,651439.47,98583.23,298025.51,206505.4
3787,Mosinee,2021,2006,14904474.65,2828843.27,2358713.56,3529907.37,1154766.4,2611880.53,812363.59
3794,Mount Horeb Area,2021,2344,16646194.91,2966196.53,3549333.04,4485406.15,1175638.21,3933121.78,971711.37
3822,Mukwonago,2021,4687,35384952.72,6789969.38,4541699.37,5954188.35,2985607.64,6565828.78,2360434.59
3857,Muskego-Norway,2021,5014,36566517.69,6514895.05,5522929.08,8255248.07,2715122.22,6355255.37,2061333.26
3871,Necedah Area,2021,717,6426932.21,1440744.87,1051518.12,1250550.08,466205.99,700100,427646.51
3892,Neenah,2021,6919,47870111.46,6966014.67,7185382.32,13292449.79,2108048.34,597418.33,2912511.2
3899,Neillsville,2021,875,6157380.66,1344204.41,969296.66,1569025.49,517077.8,515956.06,816370.3
3906,Nekoosa,2021,1094,7993478.04,1724987.16,1682178.54,3122672.01,945393.67,2104878.19,888486.8
3920,New Auburn,2021,278,2271362.73,459735.42,679314.5,557419.55,263685.81,413812,165361.54
3925,New Berlin,2021,4503,32774062.58,5443299.92,3956151.72,9575032.57,2585788.19,4922249.19,1954575.27
3934,New Glarus,2021,914,6836733.78,1267914.12,1294653.23,1642630.32,214677.59,3069004.71,476356.16
3941,New Holstein,2021,1135,7703885.3,1688602.4,1375636.94,1707986.06,573162.69,2115214.95,733281.6
3948,New Lisbon,2021,609,5557311.59,508132.21,746010.94,1363511.61,424336.91,158208.54,349794.41
3955,New London,2021,2272,16626030.95,3022356.45,2545923.02,3116427.19,1040946.14,2999281.68,1149484.8
3962,New Richmond,2021,3512,26447597.48,3277338.09,2926951.89,5296172.8,1991270.25,8496288.77,2528251.24
3969,Niagara,2021,335,2583367.58,589944.1,678859.93,803418.47,110470.93,341823.69,189302.48
2177,Nicolet UHS,2021,1071,11452077.03,2339765.59,2013102.59,3621487.24,446097.02,1020052.18,1071405.73
3976,Norris,2021,25,-162066.4,60513.62,318472.67,296320.22,0,76525,0
4690,North Cape,2021,193,1587236.18,324113.3,452759.45,360836.22,123932.78,290887.42,39009.89
2016,North Crawford,2021,441,4435326.56,750926.06,725260,773187.27,189724.91,110769,390924.99
3983,North Fond Du Lac,2021,1378,11205555.51,1842565.62,1756224.33,2652380.33,358251.52,2173780.22,891954.58
3514,North Lake,2021,244,2011918.29,526224.01,543974.98,479784.04,157713.16,268438.76,148179.65
616,North Lakeland,2021,133,1849424.02,371398.22,479019.74,476853.99,250079.62,201831.4,213616.71
1945,Northern Ozaukee,2021,750,6011927.7,888694.58,1262049.84,1121114.67,380949.36,1095935.05,370116.29
1526,Northland Pines,2021,1287,11836711.71,2415847.85,2131392.11,3710765.02,1348646.98,2706866.56,950304.09
3654,Northwood,2021,323,3044226.25,416478.5,546560.89,654435.55,1003275.61,11445.47,516207.24
