423,DISTRICT_NAME,FISCAL_YEAR,Member,Instruction,Pupil_Staff_Support,Admin,Operation_Other,Transportation_cost,Facility_cost,Food_comm_service_cost
3990,Norwalk-Ontario-Wilton,2021,598,6131946.61,941719.11,793805.11,1081435.45,508900.94,458898.36,577107.34
4011,Norway J7,2021,86,716900.39,118901.14,238041.06,184851.45,64684.26,263395,26278.72
4018,Oak Creek-Franklin,2021,6224,46906305.68,7356673.97,6876804,9345067.78,2988367.52,11271335.6,2621492.17
4025,Oakfield,2021,496,3792896.06,738316.59,906394.29,1017692.68,257717.03,202726.69,803679.81
4060,Oconomowoc Area,2021,5328,41271188.47,6622479.69,5233354.8,10757338.53,2639833.34,7645183.76,2397199.69
4067,Oconto,2021,1033,8493519.46,1573506.12,1309091.33,1732365.58,468586.14,1153750,686003.06
4074,Oconto Falls,2021,1690,13975393.42,2188417.01,2144347.43,4169106.57,1140538.91,2624858.33,1363418.82
4088,Omro,2021,1241,9923773.4,1323249.18,1326637.56,2286696.7,749821.44,379242.35,832298.29
4095,Onalaska,2021,2765,22132154.95,3976178.25,2773261.91,5955441.41,1388705.53,1859440.28,1367465.74
4137,Oostburg,2021,977,6424018.87,1152988.47,1225749.98,1489269.1,423322.57,1652763.62,487535.99
4144,Oregon,2021,3834,30617376.07,7993729.17,4538764.23,8199024.09,2069016.64,6409673.23,1750165.41
4165,Osceola,2021,1490,12048965.15,1701397.35,2215002.28,2482137.81,971394.63,1835556.58,1355491.84
4179,Oshkosh Area,2021,9693,87520622.54,14925281.05,8140556.33,18657365.68,3006422.25,1976686.29,5142819.81
4186,Osseo-Fairchild,2021,838,7093894.17,1402248.02,1015108.34,2137389.41,488269.81,1615073.62,718960.64
4207,Owen-Withee,2021,486,4187689.97,764276.39,704547.28,990531.49,395272.13,363383.44,306131.8
4221,Palmyra-Eagle Area,2021,978,7687439.48,685267.88,917644.55,1753070.72,915646.85,1652508.54,254745
4228,Pardeeville Area,2021,856,7501894.56,753160.15,1083719.97,1280132.46,472737.7,959944.27,330792.71
4235,Paris J1,2021,167,1045237.91,273678.61,376947.5,379567.74,114713.91,0,86835.96
4151,Parkview,2021,854,6474568.68,1269949.5,978685.73,2058517.9,566074.79,2243440.71,502080.06
490,Pecatonica Area,2021,427,3929647.49,698744.69,796353.6,1100967.66,283486.32,124422.87,319719.03
4270,Pepin Area,2021,237,2473049.56,382225.31,520864.56,651533.02,248008.25,0,300863.77
4305,Peshtigo,2021,993,7016808.14,1165815.4,1322698.39,2068881.22,345197.4,472415.52,661040.18
4312,Pewaukee,2021,2722,20239233.31,4242652.42,2982316.95,5058739.12,1346160.52,2102424.9,925347.11
4330,Phelps,2021,104,1478100.06,240800.8,408660.12,479628.61,151511.62,0,390549.16
4347,Phillips,2021,746,5840822.39,987287.84,1043360.31,1542512.44,580602.04,749125.32,688988.87
4368,Pittsville,2021,542,4249971.83,705878.68,845482.21,1312876.34,469851.08,72223.48,793228.77
4389,Platteville,2021,1542,11262730.26,1980606.66,1611556.38,3956670.65,625581.88,1759605.04,803696.08
4459,Plum City,2021,256,2225004.65,431799.94,551691.43,479388.88,102766.22,216509.8,157608.96
4473,Plymouth,2021,2161,16730389.83,2513927.67,2450296.06,4219050.08,865108.87,2948575,1497916.59
4508,Port Edwards,2021,426,3577655.03,531848.3,646093.03,1624204.92,244137.64,42711.27,272537.84
4515,Port Washington-Saukville,2021,2543,21760224.09,3283795.5,2742030.57,4432904.86,885877.6,3653478.85,1023061.69
4501,Portage Community,2021,2141,15503287.59,2645572.8,3332655.82,5272607.75,1297524.89,492508.85,817071.29
4529,Potosi,2021,294,2780045.25,564719.54,580690.02,1034503.68,233546.49,196700.95,293091.97
4536,Poynette,2021,1045,7534009.39,1178280.29,1407933.32,1765435.33,443138.78,2601206.23,413751.84
4543,Prairie Du Chien Area,2021,985,9249591.1,1254854.43,1170952.03,2219516.91,472845.48,1445340.96,654552.17
4557,Prairie Farm,2021,311,2806078.86,330184.65,535219.28,757876.78,237067.8,123433.17,281894.31
4571,Prentice,2021,358,3468601.11,336238.25,646712.02,833076.3,230696.17,597053.52,222281.89
4578,Prescott,2021,1360,9811510.7,1562202.52,1822222.21,2755470.94,680123.29,3177953.92,731757.85
4606,Princeton,2021,359,3354024.26,532611.22,534004.57,766436.01,238786.4,50655.05,178646.18
4613,Pulaski Community,2021,3847,28530574.63,4009759.74,3122161.81,7133484.32,2028695.9,3973095.04,2424148.62
4620,Racine,2021,20822,186670583.1,37475531.77,16987646.56,33431485.28,8495126.69,21020620.63,8316450.21
4627,Randall J1,2021,575,4244831.77,612677.96,931331.93,887994.28,211337.95,2558613.6,220439.13
4634,Randolph,2021,528,4128233.77,658054.26,877733.12,983159.01,93735.33,1463167.2,278308.01
4641,Random Lake,2021,786,6540037.87,813767.14,1053891.02,1505592.55,671894.18,1592713.05,843104.7
4686,Raymond #14,2021,320,2452446.68,378608,601336.83,542447.94,218834.79,2065602.92,43702.15
4753,Reedsburg,2021,2656,22912399.09,3968184.59,3137850.71,3916105.18,1274355.39,3268356.92,1202265.85
4760,Reedsville,2021,641,5314570.72,597411.29,737825.47,1349252.79,455533.54,1292290.2,509053.78
4781,Rhinelander,2021,2349,20796402.77,4171864.19,3347064.66,12548788.06,1331235.08,1911052.27,1513510.67
4795,Rib Lake,2021,481,3671065.23,528934.49,638754.92,1230440.46,266188.44,520400,296792.56
4802,Rice Lake Area,2021,2213,18396678.48,3352823.16,2646068.58,4230515.62,1438359.27,2709738,1291268.26
4851,Richland,2021,1333,11416504.79,1677306.11,2041184.98,2549256.67,848694.91,997065.67,1058985.6
3122,Richmond,2021,388,2691090.78,641948.38,550198.05,772839.48,167468.49,52634.23,131510.67
4865,Rio Community,2021,404,3997325.21,637547.04,541226.35,756051.82,191595.85,249040.88,248682.58
4872,Ripon Area,2021,1576,9931830.68,2208120.62,2169770.14,3496486.73,673448.1,2275280.12,1124649.52
4893,River Falls,2021,3360,23796975.56,3586172.7,4036406.73,4783598.7,1378636.84,7493945.89,2113870.72
4904,River Ridge,2021,541,4863229.68,607821.68,852935.99,616502.53,593747.32,688160.2,292780.71
5523,River Valley,2021,1192,10619021.57,2367186.18,1511107.55,1765768.31,1053212.68,430444.61,537684.96
3850,Riverdale,2021,683,5580296.05,987340.7,1015611.33,1783124.93,383238.01,462446.07,383868.4
4956,Rosendale-Brandon,2021,846,5525770.48,1545237.58,1246456.3,1621575.24,563646.94,879430.24,467744.07
4963,Rosholt,2021,519,4457533.99,656410.32,912401.01,1408148.69,246738.4,0,205912.9
1673,Royall,2021,557,5353914.08,750682.53,966822.37,996779.36,433506.99,633150,403632.15
2422,Saint Croix Central,2021,1638,10485759.62,2389388.38,2360495.35,2695047.09,589172.8,5037682.74,1125542.2
5019,Saint Croix Falls,2021,1122,9205878.47,1166222.59,1239188.77,2084805.93,745124.7,2222221.92,1380909.27
5026,Saint Francis,2021,797,5704898.54,1289069.75,1553163.44,2008446.07,76683.73,1501268.82,734285.92
5068,Salem,2021,1058,8650209.91,1177245.64,1165475.99,2596866.76,502645.45,650045.95,526933.91
5100,Sauk Prairie,2021,2576,19580703.53,3743868.07,3670540.23,4924806.04,1526186.13,5309140.18,2056481.69
5124,Seneca,2021,232,2287141.51,311791.3,430295.48,473712.27,261793.9,9445.49,257195.41
5130,Sevastopol,2021,536,5331211.95,868449.74,976973.81,1918908.63,367870.71,2194579.16,282323.32
5138,Seymour Community,2021,2109,16904196.28,4497477.98,1644781.77,3173872.22,1456670.4,2988104.17,1239344.92
5258,Sharon J11,2021,218,1708266.26,448670.61,393985.87,430322.06,48033.07,781057.3,349068.06
5264,Shawano,2021,2363,17833457.14,4289448.07,3229900.79,4453618.49,1100926.41,5877287.51,1600310.82
5271,Sheboygan Area,2021,10128,87709121.64,11503510.29,11094778.31,15086555.99,1668656.86,7097602.27,5918716.03
5278,Sheboygan Falls,2021,1664,11713589.12,2485760.09,1736823.85,2975151.53,769070.75,2817303.16,1251826.77
5306,Shell Lake,2021,551,4889729.76,830834.12,813886.27,1423318.18,433105.05,1312909.39,533445.59
5348,Shiocton,2021,721,6155405.57,918642.72,953578,1511263.36,380948.64,255232.49,763898.44
5355,Shorewood,2021,1736,16727558.41,3179484.12,2306328.49,4683291.66,68668.96,3648439.94,2076022.67
5362,Shullsburg,2021,330,2737237.44,440073.14,575547.27,583205.64,214890.34,216267.57,192735.53
5369,Silver Lake J1,2021,424,3140381.01,754575.59,519855.71,732616.97,127970.58,560084.32,224426.66
5376,Siren,2021,438,4332011.8,827664.18,908583.05,917645.4,395598.34,653577.09,380111.29
5390,Slinger,2021,2828,19447613.12,3137019,2670179.75,4428508.08,1570521.21,3952212.33,1236564.43
5397,Solon Springs,2021,316,2696493.24,470623.27,624499.86,506990.58,348637.8,94183.34,251815.28
5432,Somerset,2021,1475,12070776.34,2179778.24,1856580.45,2585539.31,991286.19,2070546.35,882367.74
5439,South Milwaukee,2021,2842,23329261.08,6611520.55,3557777.35,6082185.77,188656.37,4194941.8,2080783.9
4522,South Shore,2021,186,2327031.37,340472.77,508972.81,434282.49,366498.18,21701.17,155873.99
5457,Southern Door County,2021,1049,9437985.41,1764531.24,1300163.07,1838453.98,760098.95,851300,719641.12
2485,Southwestern Wisconsin,2021,525,4568520.23,780706.51,642642.99,884472.26,307204.88,1824541.65,353100.4
5460,Sparta Area,2021,3162,23878858,4934425.13,3171754.2,6060690.61,2408070.23,4800008.62,1634295.89
5467,Spencer,2021,666,5466245.96,814376.41,986978.65,1169051.47,393633.14,494642.28,508619.09
5474,Spooner,2021,1185,10065310.48,2038798.66,1384778.47,2827310,1161515.37,3589729.47,675701.18
5586,Spring Valley,2021,708,5287467.22,890360.48,962333.53,1001602.16,656921.59,1353300,525844.41
5593,Stanley-Boyd Area,2021,1078,7897178.19,1065733.29,1110496.37,1540030.63,1320697.94,16876,762184.32
5607,Stevens Point Area,2021,7264,61220361.25,7792226.19,8313011.93,11722881.62,4707229.73,6687854.82,3523666.7
5614,Stockbridge,2021,241,1922707.65,322874.61,362952.66,424009.82,79917.37,256555,94465.04
3542,Stone Bank School District,2021,275,1734445.16,587534.18,615873.69,583836.25,140929.25,283820,187511.08
5621,Stoughton Area,2021,2834,23518220.5,4800933.84,2803154.92,6438727.96,1098927.25,3611892.83,1062337.34
5628,Stratford,2021,860,6964548.04,948543.52,926361.04,978816.95,768372.37,1249732,293254.52
5642,Sturgeon Bay,2021,1105,9956774.76,1655466.05,1858003.78,2857996.95,394761.06,1483221.41,835706.58
5656,Sun Prairie Area,2021,8428,65247281.06,15746654.82,8063442.2,14394673.37,3768827.84,29293748.92,2512167.3
5663,Superior,2021,4293,33040396.11,6661363.35,4937853.15,9112032.25,2775064.14,9150244.61,2409470.03
5670,Suring,2021,367,3353643.65,711101.56,771653,1390900.31,434690.44,0,180629.2
3510,Swallow,2021,408,3038589.02,525690.28,583866.41,773189.36,165995.57,704853.71,125750.85
5726,Thorp,2021,554,4541485.57,892149.34,814653.53,1439304.12,418497.84,511718,530857.12
5733,Three Lakes,2021,507,5808721.35,936995.82,1288387.97,1410406.08,605861.87,371772,457907.52
5740,Tigerton,2021,253,2203157.63,308214.44,453866.05,927128.8,196033.78,315538.34,568076.67
5747,Tomah Area,2021,3119,23636793.71,3727336.42,2812777.11,4646925.9,2480740.14,1759121.31,1411982.06
5754,Tomahawk,2021,1103,9800144.59,2287093,1374189.86,2497191.69,964079.77,849858.48,917941.97
126,Tomorrow River,2021,908,6498194.89,1318414.45,1303800.41,1807163.85,495263.57,1441731.25,564089.11
5780,Trevor-Wilmot Consolidated,2021,443,3625795.8,848650.28,765028.79,1123963.83,272232.26,1357124.94,166566.89
4375,Tri-County Area,2021,607,5607731.36,818852.93,776202.5,1057159.28,414666.04,8193.44,485241.65
5810,Turtle Lake,2021,487,4014775.46,712886.41,800858.01,769498.42,291795.49,180956.51,422417.21
5817,Twin Lakes #4,2021,384,3623308.44,427381.72,763023.99,569577.58,148837.9,833237.02,115743.58
5824,Two Rivers,2021,1689,12179632.5,3109620.17,2038456.41,3005151.03,678214.42,1612843.45,825589.25
5859,Union Grove J1,2021,560,4425266.49,923428.2,916298.85,1463996.81,186076.46,1537485,297140.33
5852,Union Grove UHS,2021,709,4812645.47,1608958.97,1101140.57,2362167.19,448238.93,892469.58,387286.9
238,Unity,2021,1013,8021873.05,1353001.95,1355637.65,2504275.43,905975.44,1181861.95,1583528.37
5866,Valders Area,2021,918,7205471.83,1253420.32,1092391.25,2002075.03,721625.28,892426,520090.1
5901,Verona Area,2021,5687,43689051.41,9032957.82,7027259.51,12878650.24,2829992.52,20072440.2,2579862.95
5985,Viroqua Area,2021,1065,9698320.45,1304800.52,1362717.98,2095966.26,887067.34,575976.08,805178.87
5992,Wabeno Area,2021,374,4384335.3,436846.14,789933.89,1023575.6,242440.82,45685.99,544516.58
6022,Walworth J1,2021,417,3466400.29,732777.02,371498.69,922046.52,154357.96,574350,230408.57
6027,Washburn,2021,505,4280607.96,1147107.59,747086.61,1074096.46,351549.93,617225.02,626987.23
6069,Washington,2021,58,945035.34,65109.07,240387.45,247874.52,27447.1,68954.37,0
6104,Washington-Caldwell,2021,163,1372655.68,302920.44,385127.6,268352.17,111648.42,0,59992.11
6113,Waterford Graded,2021,1336,11843946.77,2293329.81,1734870.52,3047083.68,769545.91,3841232.51,608982.33
6083,Waterford UHS,2021,1035,8417953.9,2788451.94,1603422.79,2541496.95,484181,4297336.24,478862.03
6118,Waterloo,2021,800,5929351.1,881931.45,1136602.47,1561446.46,352180.58,1450913.92,446484.11
6125,Watertown,2021,3703,31048774.77,4901360.66,3165437.51,6527891.26,721979.29,2014403.41,2088327.99
6174,Waukesha,2021,11959,89623485.36,18632240.52,13446868.3,19668928,5543663.06,15742121.81,5891178.35
6181,Waunakee Community,2021,4162,31301967.93,6317205.58,5777528.89,7292807.52,1176849.17,10541626.38,1460161.45
6195,Waupaca,2021,2076,14803536.43,3243596.45,3022871.21,4732210.86,1206642.52,216256,822753.55
6216,Waupun,2021,2111,14848201.69,3434579.65,2012074.24,3004839.04,1076666.65,3182164.94,851586.82
6223,Wausau,2021,8145,68094157.78,12335562.04,7730459.72,17817682.62,3099729.54,17583162.03,3922257.86
6230,Wausaukee,2021,402,3494334.68,626537.28,552807.39,908792.54,382899.2,0,407529.15
6237,Wautoma Area,2021,1357,11367315.55,2456017.99,1652166.4,2714127.1,859769.12,436537.5,983670.01
6244,Wauwatosa,2021,6080,45395026.39,9510046.3,7229179.99,14968341.76,724784.09,29550198.04,3473601.46
6251,Wauzeka-Steuben,2021,239,2312443.83,417552.42,459344.19,680930.57,387146.55,15007.51,249888.15
6293,Webster,2021,593,5091709.17,714421.96,1062729.76,1534930.4,490134.94,1405561.16,536188.54
6300,West Allis,2021,8135,62262860.52,12107484.78,8331114.94,19866687.95,1555003.54,6509996.88,5961926.01
6307,West Bend,2021,6332,54005110.82,7212854.22,4826904.7,10659811.01,2221780.18,5421089.31,2685228.52
6328,West Depere,2021,3805,28251158.89,4283925.36,3946560.6,4814790.92,1717016.1,10667486.74,1563678.7
6370,West Salem,2021,1742,13964050.98,2566997.73,2076629.28,2604625.24,757044.77,2566637.55,1007219.84
6321,Westby Area,2021,1129,8689837.89,1214744.24,1382589.88,2501721.67,1069163.52,2900504.98,578942.72
6335,Westfield,2021,1146,9253730.74,1339059.48,1327726.51,1985768.34,494009.84,100000,564173.93
6354,Weston,2021,293,2670747.36,590938.35,525005.58,538998.98,280060.4,25943.15,229214.26
6384,Weyauwega-Fremont,2021,812,6085491.26,803969.79,1016902.72,1120297.05,870910.95,1484804.5,544934.2
6412,Wheatland J1,2021,438,3289032.4,801785.05,862941.52,907985.62,159281.7,781597.44,290894.98
6440,White Lake,2021,163,1582109.48,257674.38,359234.8,624945.99,126849.87,215791.63,161412.98
6419,Whitefish Bay,2021,2721,20610272.73,3090741.92,3319534.58,6243513.38,96604.48,1104566.05,1434534.08
6426,Whitehall,2021,727,5781140.68,1024105.17,1051536.08,1368451.94,517647.89,1096112.31,563251.65
6461,Whitewater,2021,2023,18885568.49,2943271.25,2181081.39,3984649.74,1322127.15,2370405.02,1105356.28
6470,Whitnall,2021,2165,15467250.83,3617024.3,2567996.44,4704100.73,735595,2564257.64,1015694.71
6475,Wild Rose,2021,551,4670938.08,668984.67,816223.06,1037507.87,414590.89,782708.48,379304.41
6482,Williams Bay,2021,590,4823185.09,704204.16,950912.86,1550915.41,134309.58,2242527.31,159417.72
6545,Wilmot UHS,2021,963,8105003.54,2385260.03,1310350,2892950.79,330490.65,4587235.19,298809.77
6608,Winneconne Community,2021,1527,9726990.21,2281921.31,1993948.02,2611425.95,1193715.29,1178501.49,636425.56
6615,Winter,2021,258,2124864.31,398792.62,430057.8,851897.69,276939.78,228826.38,260246.53
6678,Wisconsin Dells,2021,1723,13674058.48,2146667.97,2158947.32,3187288.68,892022.01,2480117.62,980193.01
469,Wisconsin Heights,2021,767,6089427.95,1241927.03,1149468.52,1464835.02,652279.22,1481162.62,213572.67
6685,Wisconsin Rapids,2021,5091,43308303.27,7381443.68,4490413.45,8686954.33,3013979.96,7617192.74,3307608.25
6692,Wittenberg-Birnamwood,2021,1086,7781471.47,1078652.27,1431608.75,1854663.2,580923.48,746431.26,1206038.94
6713,Wonewoc-Union Center,2021,374,3063046.08,435300.5,676721.34,734416.27,299220.73,437897.57,287801.63
6720,Woodruff J1,2021,449,3544986.65,1063690.19,752038.18,992525.58,444866.07,24494.5,254646.24
6734,Wrightstown Community,2021,1375,9351918.86,1391425.16,1630780.37,2137521.35,590757.26,2174531.73,971786.67
6748,Yorkville J2,2021,343,2765424.71,333506.97,623552.83,661619.39,266474.17,1452392.39,80638.87
,STATE TOTALS,,"823,852","6,739,079,527","1,323,522,486","953,657,279","1,635,133,057","379,595,763","1,109,003,265","488,686,871"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
