423,DISTRICT NAME,PROPTAX,FEDERAL,STATE,LOCAL,TOTAL,MEMBER
5054,Central/Westosha UHS,8658486,409206.99,6959482.87,1029857.02,17057032.88,1129
1071,Chequamegon,6788645,1154397.58,3588187.72,369220.59,11900450.89,783
1080,Chetek-Weyerhaeuser,10564399,914992.22,3855780.82,830001.33,16165173.37,1068
1085,Chilton,6488365,851679.18,7868414.97,757477.65,15965936.8,1073
1092,Chippewa Falls Area,26698805,4384664.41,37700252.06,1896113.31,70679834.78,5196
1120,Clayton,1349226,448173.4,3083457.75,255792.32,5136649.47,318
1127,Clear Lake,2312835,606686.58,5940746.89,722575.79,9582844.26,615
1134,Clinton Community,4250355,865094.76,8670740.99,1025019.36,14811210.11,1015
1141,Clintonville,7062570,1417622.81,10947615.04,994669.76,20422477.61,1313
1155,Cochrane-Fountain City,4093855,463881.06,4082052.78,293103.39,8932892.23,579
1162,Colby,3353400,764880.68,9115971.77,232960.87,13467213.32,1034
1169,Coleman,4846889,657214.23,4923176.33,330735.98,10758015.54,725
1176,Colfax,2977075,777372.47,6624702.62,313009.26,10692159.35,814
1183,Columbus,6990539,1051139.99,8706091.42,2354315.02,19102085.43,1289
1204,Cornell,1213715,703824.95,4141871.98,279943.57,6339355.5,437
1218,Crandon,7295571.74,1953226.91,4259723.31,385201.71,13893723.67,901
1232,Crivitz,6731332,710551.06,2060053.22,378193.15,9880129.43,774
1246,Cuba City,3847943,660487.52,5408604.56,545938.08,10462973.16,635
1253,Cudahy,10633082,2438237.29,23016711.92,1691964.84,37779996.05,2475
1260,Cumberland,7288468,1048370.35,5588860.77,2175864.81,16101563.93,939
4970,D C Everest Area,27043821,4026164.3,49522175.05,3609392.43,84201552.78,6007
1295,Darlington Community,3997433,830107.07,7484366.61,455030.54,12766937.22,864
1421,De Soto Area,3675486,790343.74,3609643.22,174563.21,8250036.17,564
1309,Deerfield Community,5077041,407708.33,6044535.54,651056.37,12180341.24,788
1316,Deforest Area,32908862,1783602.02,22841949.09,1784353.09,59318766.2,3881
1380,Delavan-Darien,17714074,2536887.15,15111338.11,804523.58,36166822.84,2518
1407,Denmark,7307317,931529.47,10633241.56,1179675.02,20051763.05,1493
1414,Depere,19904975,2039820.36,28767632.81,1595211.73,52307639.9,4170
2744,Dodgeland,3598131,674697.88,7397288.49,267247.69,11937365.06,755
1428,Dodgeville,7901971,976931.43,9898441.14,964915.79,19742259.36,1321
1449,Dover #1,641396,40227.18,666945.81,105321.51,1453890.5,95
1491,Drummond,3932517,607279,1246468.88,91615.6,5877880.48,388
1499,Durand-Arkansaw,4927258,1010093.51,7570764.76,673517.83,14181634.1,994
1540,East Troy Community,15244680,1109905.26,7069484.39,1245992.07,24670061.72,1762
1554,Eau Claire Area,62433094,8738591.25,81374979.19,5468568.17,158015232.6,11968
1561,Edgar,2553296,598939.91,5783959.35,644358.71,9580553.97,620
1568,Edgerton,12154268,1342684.52,14362863.54,4876292.88,32736108.94,1956
1582,Elcho,5319359,308407.61,797079.39,280075.42,6704921.42,272
1600,Eleva-Strum,3198557,508704.04,5735916.11,639700.91,10082878.06,664
1645,Elk Mound Area,3213456,778698.11,9672418.25,938823.41,14603395.77,1112
1631,Elkhart Lake-Glenbeulah,5785009,242182,1024021.55,398381.4,7449593.95,450
1638,Elkhorn Area,20461818,2043866.46,19016788.83,1883497.86,43405971.15,3122
1659,Ellsworth Community,9629882,1143380.1,12957743.75,826535.9,24557541.75,1743
714,Elmbrook,85778481,2852221.56,14298588.03,6421765.3,109351055.9,7430
1666,Elmwood,1984299,309683.36,3167242.15,257877.05,5719101.56,334
1687,Erin,2317112,144516.03,775163.04,264960.76,3501751.83,230
1694,Evansville Community,9336607,951385.57,15932614.17,2606716.12,28827322.86,1793
1729,Fall Creek,3593914,497850.16,6652316.78,510553.28,11254634.22,769
1736,Fall River,2490717,357920.16,3985687.33,288630.78,7122955.27,523
1813,Fennimore Community,2655351,1065086.23,7297451.2,376932.04,11394820.47,765
5757,Flambeau,2203388,883441.31,5729528.7,368693.15,9185051.16,617
1855,Florence,6281770,597308.81,1644069.59,231237.63,8754386.03,469
1862,Fond Du Lac,34017688,6724153.05,58208203.38,6347172.17,105297216.6,7550
1870,Fontana J8,3420005,152616.15,254733.72,198083.4,4025438.27,153
1883,Fort Atkinson,17193843,2340248.63,21390408.23,1498675.74,42423175.6,2826
1890,Fox Point J2,10882501,399583.35,1340020.67,529801.34,13151906.36,704
1900,Franklin Public,34714826,2307191.5,25047935.24,3641333.74,65711286.48,4439
1939,Frederic,3319848,662950.61,4024455.95,512537.72,8519792.28,524
1953,Freedom Area,6861676,799974.89,11250370.01,516104.72,19428125.62,1676
2009,Gale-Ettrick-Trempealeau,7748617,815508.42,11463982.33,860393.99,20888501.74,1465
2044,Geneva J4,2254503,71619.66,178747.04,161158.21,2666027.91,128
2051,Genoa City J2,3178094,231894.8,5387017.15,252842.6,9049848.55,629
2058,Germantown,36073257,1493907.26,14890264.16,2833841.51,55291269.93,3961
2114,Gibraltar Area,10942576,363548.83,1254766.3,326427.09,12887318.22,538
2128,Gillett,3034088,638742.75,5137053.12,141027.16,8950911.03,589
2135,Gilman,2732587,837298.58,3001190.23,522810.87,7093886.68,374
2142,Gilmanton,1061524,189744.95,1336654.86,56132.46,2644056.27,170
2184,Glendale-River Hills,12784925,713163.27,2293465.23,1281963.92,17073517.42,974
2198,Glenwood City,2652974,458124.72,6598381.75,366160.05,10075640.52,712
2212,Goodman-Armstrong,1957353,210096.76,363408.43,47553.42,2578411.61,110
2217,Grafton,18774138,1041669.75,8295165.86,1951479.02,30062452.63,2026
2226,Granton Area,1167182,651425.95,2210262.55,204966.85,4233837.35,239
2233,Grantsburg,3519133,1049202.87,6553904.96,276313.79,11398554.62,870
2289,Green Bay Area,92825840,28102409.9,197450972.8,7006051.97,325385274.7,22320
2310,Green Lake,4173860,159883.67,426843.75,154616.32,4915203.74,267
2296,Greendale,16005623,1744607.84,18086822.02,2431517.52,38268570.38,2629
2303,Greenfield,20809901,2803999.1,24543206.54,1866844.44,50023951.08,3575
2394,Greenwood,2542333,625612.67,3298606.12,133776.8,6600328.59,400
2415,Gresham,1731000,421443.04,2271958.69,179882.23,4604283.96,242
2420,Hamilton,33619697,1478780.82,27875108.27,2445717.49,65419303.58,4958
2443,Hartford J1,10411302,1091835.57,14531254.1,723750.34,26758142.01,2017
2436,Hartford UHS,11304762,762059.77,7798505.58,1614541.45,21479868.8,1511
2460,Hartland-Lakeside J3,7962145,622924.86,6327268.8,958339.23,15870677.89,1276
2478,Hayward Community,18809009,3258010.43,3879196.52,689298.23,26635514.18,1815
2525,Herman-Neosho-Rubicon,2827083,245572.63,2217366.1,147454.25,5437475.98,341
2527,Highland,1356459,293066.96,3211037.16,131775.76,4992338.88,314
2534,Hilbert,2606476,314506.59,3822290.06,345281.8,7088554.45,490
2541,Hillsboro,2298122,1239288.59,5109462.74,282716.44,8929589.77,528
2562,Holmen,19620532,2319987.34,35235880.54,4411576.25,61587976.13,4176
2570,Holy Hill Area,4808084,194808.87,1829390.17,398987.82,7231270.86,517
2576,Horicon,4490622,624322.95,6210125.77,369556.36,11694627.08,820
2583,Hortonville,19026142,1529287.58,27685902.04,1478442.16,49719773.78,4039
2605,Howards Grove,4556534,348053.81,6025064.91,623130.4,11552783.12,852
2604,Howard-Suamico,28248522,2446742.78,41900922.34,4949627.39,77545814.51,5744
2611,Hudson,48185416,2061596.86,29965409.37,3736960.2,83949382.43,5613
2618,Hurley,2920380,626668.25,3974741.14,395785.52,7917574.91,546
2625,Hustisford,3050883,326966.14,2482433.91,150099.76,6010382.81,412
2632,Independence,2249886,577089.68,3739450.4,115428.56,6681854.64,473
2639,Iola-Scandinavia,4631165,398419.11,4717180.95,720320.49,10467085.55,676
2646,Iowa-Grant,3099349,661559.22,7154885.01,340562.21,11256355.44,710
2660,Ithaca,1558513,372850.57,2946232.69,244960.65,5122556.91,308
2695,Janesville,40758519,11515926.03,78872875.19,3266373.88,134413694.1,9581
2702,Jefferson,11281360,1578128.37,14793286.37,1769277.09,29422051.83,1899
2730,Johnson Creek,4877940,476295.6,5611851.13,622641.88,11588728.61,758
2737,Juda,1613166,257355.44,2143532.43,76779.91,4090833.78,238
2758,Kaukauna Area,21204389,2147960.77,35824097.02,1739061.34,60915508.13,4773
2793,Kenosha,87178619,23317561.59,181080400.4,5201234.8,296777815.8,21092
1376,Kettle Moraine,37633114,1532941.27,11944580.01,5836804.39,56947439.67,3579
2800,Kewaskum,12035373,1054746.64,10293736.04,1463510.91,24847366.59,1902
2814,Kewaunee,5854587,750891.86,7174213.61,411697.86,14191390.33,1009
5960,Kickapoo Area,1697844,694107.02,4243472.21,291624.61,6927047.84,465
2828,Kiel Area,7379808.09,644650.06,9027997.79,989908.59,18042364.53,1282
2835,Kimberly Area,15761576,1924927.11,38981019.99,3168871.52,59836394.62,4906
2842,Kohler,6058526,121130.48,1119207.52,642845,7941709,500
1848,Lac Du Flambeau #1,6675000,6212295.21,2873618.93,287054.51,16047968.65,588
2849,Lacrosse,50761354,7255109.85,44752801.23,3787961.69,106557226.8,6570
2856,Ladysmith,3278545,1163813.58,8223969.22,1232882.39,13899210.19,797
2863,Lafarge,1090987,474037.32,2421724.87,175537.61,4162286.8,263
3862,Lake Country,3951160,273389.53,570218.54,419792.47,5214560.54,389
2885,Lake Geneva J1,17549512,1462300.22,7939060.03,792493.33,27743365.58,1908
2884,Lake Geneva-Genoa UHS,17787258,736371.92,3442948.07,1153254.13,23119832.12,1265
2891,Lake Holcombe,3793628,472721.8,1096892.14,306421.18,5669663.12,309
2898,Lake Mills Area,10037540,1095587.02,10455600.37,1214989.09,22803716.48,1625
3647,Lakeland UHS,11306190,1221458.52,2240219.77,1559819.97,16327688.26,744
2912,Lancaster Community,4094339,1180064.43,8411609.26,324724.04,14010736.73,1027
2940,Laona,1996193,432527.82,1597201.37,293002.1,4318924.29,231
2961,Lena,2203995,264400.03,3458354.24,223961.69,6150710.96,426
3087,Linn J4,1905667,87617.6,190151.94,24753.15,2208189.69,95
3094,Linn J6,1570139,81731.14,171406.25,107954.75,1931231.14,82
3129,Little Chute Area,5592906,907131.22,10910338.35,643728.06,18054103.63,1281
3150,Lodi,14438132,988417.48,6993538.98,1537207.94,23957296.4,1524
3171,Lomira,5448836,643885.04,8645695.52,571013.68,15309430.24,1125
3206,Loyal,1906474,619506.98,5110631.97,282553.32,7919166.27,543
3213,Luck,3030007,550735.71,3544474.1,526064.38,7651281.19,519
3220,Luxemburg-Casco,9317952,1133948.03,13489795.6,678394.64,24620090.27,1858
3269,Madison Metropolitan,330105993,28685730.43,91520864.45,13526163.97,463838751.9,27929
3276,Manawa,3534716,537074.39,5487039.3,423961.05,9982790.74,699
3290,Manitowoc,20144269,4821479.5,42444617.16,1404981.33,68815346.99,5364
3297,Maple,9645142,1091281.37,8303540.84,655763.83,19695728.04,1261
1897,Maple Dale-Indian Hill,8083970,374375.14,781357.53,972617.56,10212320.23,412
3304,Marathon City,4517385,385700.53,4767746.43,363776.43,10034608.39,682
3311,Marinette,9495791,2102189.59,18054935.29,542099.28,30195015.16,2204
3318,Marion,2153931,673741.39,3730836.47,178143.23,6736652.09,493
3325,Markesan,5594447,838820.3,4565175.55,502141.19,11500584.04,832
3332,Marshall,4986129,985124.26,9711351.56,591714.01,16274318.83,1027
3339,Marshfield,19674103,2990842.67,28870696.93,2238539.82,53774182.42,4002
3360,Mauston,8116978,2074061.45,12274082.9,692468.8,23157591.15,1453
3367,Mayville,6487876,1037460.69,8185944.7,1909058.69,17620340.08,1103
3381,McFarland,17449473,1294742.1,16027162.78,1710820.45,36482198.33,2365
3409,Medford Area,7660328,2048799.34,17998965.89,971874.31,28679967.54,2188
3427,Mellen,1063840,401794.72,2770128.25,135447.8,4371210.77,287
3428,Melrose-Mindoro,4753518,721444.23,6803637.97,255241.29,12533841.49,783
3430,Menasha,16872823,3874214.74,35086934.15,1487209.82,57321181.71,3708
3434,Menominee Indian,2900000,8827604.4,10478574.59,344310.23,22550489.22,980
3437,Menomonee Falls,37423121,1863150.57,14585889.91,5985494.22,59857655.7,3877
3444,Menomonie Area,16636418,3263400.93,26585648.96,1335509.21,47820977.1,3565
3479,Mequon-Thiensville,40480740,1435498.32,5860514.24,3805694.06,51582446.62,3589
3484,Mercer,2226281,283523.56,441625.82,216264.04,3167694.42,161
3500,Merrill Area,10952040,2552814.37,22308796.1,1333270.72,37146921.19,2579
3528,Merton Community,4458166,304024.5,4100875.91,615670.88,9478737.29,805
3549,Middleton-Cross Plains,72941637,3115718.12,33879012.08,4367216.15,114303583.4,7530
3612,Milton,18409568,1579549.47,25862823.97,1427117.7,47279059.14,3557
3619,Milwaukee,262887645,188444688,710670579.9,32370758.1,1194373671,75384
3633,Mineral Point,4527044,652726.61,5770839.86,859061.63,11809672.1,711
3640,Minocqua J1,6877596,445226.39,1661144.92,396954.07,9380921.38,599
3661,Mishicot,4055039,480307.36,5844462.28,535428.13,10915236.77,842
3668,Mondovi,4467529,960084.99,8529851.87,314067.28,14271533.14,929
3675,Monona Grove,30386454,1508588.47,19395405.88,4759208.17,56049656.52,3244
3682,Monroe,12103160,1992164.81,20559785.43,1121529.25,35776639.49,2474
3689,Montello,5385464,940805.02,3996805.36,529597.09,10852671.47,731
3696,Monticello,2464463,300355.58,2623727.74,180317.93,5568864.25,359
3787,Mosinee,10058330,1192011.95,14849306.35,678110.24,26777758.54,2058
3794,Mount Horeb Area,13954066,1128463.95,16598972.21,2770860.71,34452362.87,2443
3822,Mukwonago,28336635,2615391.89,27865748.71,2767495.64,61585271.24,4842
3857,Muskego-Norway,32207499,1773044.59,27963112.71,4651762.14,66595418.44,4965
3871,Necedah Area,4913992,1749864.03,5237393.46,229700.47,12130949.96,731
3892,Neenah,30962611,4497241.3,46101877.1,2557793.37,84119522.77,7080
3899,Neillsville,3880840,1022340.5,6765721.57,446734.01,12115636.08,956
3906,Nekoosa,11114630,1165612.43,5223321.51,787780.6,18291344.54,1146
3920,New Auburn,3266350,416534.78,1063559.23,323214.74,5069658.75,294
3925,New Berlin,49109185,2087389.37,9304628.14,3141999.93,63643202.44,4573
3934,New Glarus,5943729,588205.45,7065635.15,867110.6,14464680.2,950
3941,New Holstein,7050042,589823.46,7763457.07,604582.83,16007905.36,1171
3948,New Lisbon,3478871,680076.73,4646830.16,100168.46,8905946.35,608
3955,New London,9262313,2272079.65,18334410.99,2394948.47,32263752.11,2389
3962,New Richmond,17437478,1926331.06,28385319.05,2843037.45,50592165.56,3600
3969,Niagara,1283890,480294.67,3176710.03,91651.28,5032545.98,343
2177,Nicolet UHS,19135597,350030.86,2225359.2,2198156.04,23909143.1,1050
4690,North Cape,1388577,103628.29,1202617.68,64418.08,2759241.05,199
2016,North Crawford,1693919,775678.3,4394287.52,138832.59,7002717.41,473
3983,North Fond Du Lac,5838620,1316664.03,12127195.72,1322368.15,20604847.9,1400
3514,North Lake,2664579,107318.91,766096.57,256123.31,3794117.79,271
616,North Lakeland,3093542.5,184546.29,612006.75,186345.93,4076441.47,129
1945,Northern Ozaukee,6843089,496418.16,4417877.45,993373.18,12750757.79,790
1526,Northland Pines,20402910,1206316.63,2825053.74,819311.11,25253591.48,1272
3654,Northwood,3865170,355004.71,849743.57,446704.46,5516622.74,327
3990,Norwalk-Ontario-Wilton,1783495,1093386.48,6933632.79,813754.83,10624269.1,638
4011,Norway J7,884717,38112.96,385496.91,58710.66,1367037.53,93
4018,Oak Creek-Franklin,37018775,3485772.88,41795736.57,6985005.66,89285290.11,6306
4025,Oakfield,2319285,396809.95,4485951.54,674404.95,7876451.44,507
4060,Oconomowoc Area,56079494,2809608.46,17597839.63,3201689.11,79688631.2,5627
4067,Oconto,4744668,1142908.03,8979810.77,281935.62,15149322.42,1058
4074,Oconto Falls,10582226,1201867.52,14092764.49,733037.47,26609895.48,1747
4088,Omro,5545300,919438.82,10042407.71,422181.27,16929327.8,1317
4095,Onalaska,18453768,1842551.38,18316862.82,1464877.85,40078060.05,3012
4137,Oostburg,5338753,578342.28,6635275.57,477266.1,13029636.95,986
4144,Oregon,29058509,1569187.34,26350245.37,4215702.36,61193644.07,3937
4165,Osceola,8864614,1080732.35,12166757.48,1024511.53,23136615.36,1659
4179,Oshkosh Area,51418741,8904597.84,75861785.08,3550632.72,139735756.6,10125
4186,Osseo-Fairchild,4814994,1027000.5,7551392.97,315039.38,13708426.85,910
4207,Owen-Withee,2141971,787180.8,4287035.8,147071.81,7363259.41,506
4221,Palmyra-Eagle Area,8747423,457130.62,4837664.61,413159.8,14455378.03,986
4228,Pardeeville Area,5778982,602494.2,5373901.51,318504.81,12073882.52,860
4235,Paris J1,1635536,140771.21,545793.67,159204.6,2481305.48,173
4151,Parkview,5149741,766438.03,6545037.8,723709.12,13184925.95,821
490,Pecatonica Area,3105479,369620.1,3520309.24,230465.4,7225873.74,425
4270,Pepin Area,3505905,232515.24,778891.57,217405.3,4734717.11,266
4305,Peshtigo,3454089,898138.45,9066064.84,363350.44,13781642.73,1014
4312,Pewaukee,27769261.72,881024.98,11535654.47,1275511.03,41461452.2,2826
4330,Phelps,3017886,206717.68,351426.63,200250.31,3776280.62,123
4347,Phillips,4624328,901925.26,4844425.57,348573.5,10719252.33,767
4368,Pittsville,3076583,551258.65,4529863.54,497108.35,8654813.54,581
4389,Platteville,8849421,1341849.48,10342809.34,914561.86,21448641.68,1536
4459,Plum City,1745799,270856.73,2153145.08,353179.45,4522980.26,253
4473,Plymouth,13060970.55,1322130.41,14799465.55,2135236.72,31317803.23,2279
4508,Port Edwards,2202735,494342.09,3918897.52,192892.45,6808867.06,477
4515,Port Washington-Saukville,17204571,1304207.14,17456622.23,1421646.47,37387046.84,2714
4501,Portage Community,12367771,1506893.4,16416163.12,692841.04,30983668.56,2274
4529,Potosi,2043931,425914.2,2943643.29,337262.35,5750750.84,321
4536,Poynette,7504750,530106.39,6562609.8,1169490.22,15766956.41,1068
4543,Prairie Du Chien Area,5958203,1116527.76,9720512.34,494901.57,17290144.67,1083
4557,Prairie Farm,1458445,377515.62,3025556.17,314801.37,5176318.16,321
4571,Prentice,3096548,431867.84,2567998.39,456920.28,6553334.51,416
4578,Prescott,9239889,774811.77,10312288.73,1048137.51,21375127.01,1408
4606,Princeton,3301153,323041.26,1806052.02,121596.89,5551843.17,386
4613,Pulaski Community,16357771,2127420.02,30396273.98,2549180.33,51430645.33,4123
4620,Racine,93465547,28279661.95,189476405.5,3778223.2,314999837.6,21710
4627,Randall J1,5543109,410146.16,2477324.47,182888.77,8613468.4,592
4634,Randolph,2827399,468743.04,5066589.37,198864.97,8561596.38,542
4641,Random Lake,5704685,657367.65,4651657.7,880580.95,11894291.3,820
4686,Raymond #14,3854013,138456.56,1019864.99,227190.81,5239525.36,339
4753,Reedsburg,12638072,3475380.3,22417089.43,1591304.71,40121846.44,2842
4760,Reedsville,4283752,554733.12,5454872.04,186788.9,10480146.06,661
4781,Rhinelander,24547462,2498669.59,9646455.67,1729201.14,38421788.4,2481
4795,Rib Lake,2369422,442967.77,3812754.57,226237.61,6851381.95,492
4802,Rice Lake Area,17719011.21,2008553.62,15033767.33,794733.77,35556065.93,2299
4851,Richland,5896188,1909686.7,11748636.68,660105.23,20214616.61,1444
3122,Richmond,2613222,79116.32,2258598.23,229138.29,5180074.84,426
4865,Rio Community,2922820,363410.04,3217634.84,182393.5,6686258.38,422
4872,Ripon Area,7050176.5,1801975.04,13277319.38,1010162.91,23139633.83,1620
4893,River Falls,20274257,1725165.44,21624063.42,3140717.75,46764203.61,3456
4904,River Ridge,2725416,677318.92,5435851.65,372912.51,9211499.08,563
5523,River Valley,9653154,1048842.41,7696240.99,939068.15,19337305.55,1249
3850,Riverdale,3228498,883204.78,6632182.78,292107.84,11035993.4,746
4956,Rosendale-Brandon,3238459,426074.51,7594231.46,463426.79,11722191.76,911
4963,Rosholt,3554101,407595.9,3599989.23,166153.33,7727839.46,519
1673,Royall,2323901,957112.45,5501167.14,141525.05,8923705.64,583
2422,Saint Croix Central,7588479,808232.15,13997982.85,1565502.87,23960196.87,1628
5019,Saint Croix Falls,7119667,809872.62,7518702.93,1164591.73,16612834.28,1152
5026,Saint Francis,7515012,911337.42,5386165.02,482350.47,14294864.91,848
5068,Salem,7101345,713965.21,8617460.83,217554.88,16650325.92,1118
5100,Sauk Prairie,20005123,1812819.11,16114919.06,2198913.07,40131774.24,2752
5124,Seneca,1662011,446779.28,2295846.46,104818.12,4509454.86,266
5130,Sevastopol,10204072,540618.15,1264562.7,578648.5,12587901.35,549
5138,Seymour Community,7804889,2195273.71,20015193.48,1516359.47,31531715.66,2239
5258,Sharon J11,1147104,359088.97,2502167.28,410008.22,4418368.47,239
5264,Shawano,13580057,2303995.6,19677005.75,1357335.59,36918393.94,2522
5271,Sheboygan Area,36978916,9948907.3,93788271.5,5489880.89,146205975.7,10434
5278,Sheboygan Falls,9350200,1114472.47,12240652.2,902902.17,23608226.84,1647
5306,Shell Lake,4211520,797582.16,4861302.33,1343528.07,11213932.56,623
5348,Shiocton,3447623,480469.1,5924061.06,488688.42,10340841.58,711
5355,Shorewood,22405811,864582.29,7246291.78,4889988.94,35406674.01,1861
5362,Shullsburg,1440390,323890.33,3332376.84,261952.67,5358609.84,347
5369,Silver Lake J1,2188399,361819.36,3173719.11,180315.02,5904252.49,443
5376,Siren,4960118,948141.65,1977363,266029.82,8151652.47,456
5390,Slinger,17083618,1440678.42,16561065.23,2116183.22,37201544.87,2890
5397,Solon Springs,2509414,448119.75,1927778.2,318967.19,5204279.14,310
5432,Somerset,8813074,637750.02,11335644.69,2683519.4,23469988.11,1564
5439,South Milwaukee,13553017,2720023.47,26962183.2,2063239.56,45298463.23,3011
4522,South Shore,3386532,317475.42,718719.12,120721.28,4543447.82,206
5457,Southern Door County,10398328.65,899746.8,3140033.27,1268539.4,15706648.12,1060
2485,Southwestern Wisconsin,3258731,549936.93,4797858.75,350188.42,8956715.1,566
5460,Sparta Area,11454025,3163344.03,27210494.89,1328233.85,43156097.77,3257
5467,Spencer,3219916,509645.28,6665345.97,398239.18,10793146.43,739
5474,Spooner,16213908,1610124.71,2775325.79,209604.77,20808963.27,1241
5586,Spring Valley,2999676,521770.34,6756673.03,1384466.01,11662585.38,772
5593,Stanley-Boyd Area,2818088,1053266.99,10337613.64,1094120.72,15303089.35,1111
5607,Stevens Point Area,41164263,6750472.32,50223092.76,4343522.48,102481350.6,7524
5614,Stockbridge,2098235,118964.61,1188845.33,107512.08,3513557.02,239
3542,Stone Bank School District,3420184,207952.96,407340.89,186466.17,4221944.02,293
5621,Stoughton Area,25853970,2027068.42,16207066.46,4716412.89,48804517.77,2997
5628,Stratford,3636618,415959.14,7741237.6,337982.78,12131797.52,893
5642,Sturgeon Bay,9038368,1242172.91,6343854.2,1085683.5,17710078.61,1093
5656,Sun Prairie Area,69379792,4845513.3,61382672.33,3962869.42,139570847.1,8536
5663,Superior,21798492,4424179.57,39620838.16,2597629.09,68441138.82,4598
5670,Suring,4437146,660708.75,1228575.42,117817.6,6444247.77,403
